Label,Bone Code,Slice,CSA (mm²),X cent. (mm),Y cent. (mm),Density,wX cent. (mm),wY cent. (mm),Theta (rad),R1 (mm),R2 (mm),Imin (mm^4),Imax (mm^4),Ipm (mm^4),Zmax (mm³),Zmin (mm³),Zpol (mm³),Feret Min (mm),Feret Max (mm),Feret Angle (rad),Perimeter (mm),Max Thick 2D (mm),Mean Thick 2D (mm),SD Thick 2D (mm),A (rad),M (rad),IAP(mm^4),IML(mm^4),ZAP(mm³),ZML(mm³),RAP(mm),RML(mm),DAP(mm),DML(mm)
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,14,99.387,81.266,109.247,1.8,81.266,109.247,-0.097,11.42,12.157,2980.431,4520.968,0.156,371.875,260.993,587.369,6.956,16.349,1.87,94.186,1.481,0.506,0.335,3.089,4.66,4517.879,2983.52,376.324,263.259,12.005,11.333,16.06,7.63
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,15,94.742,81.477,108.921,1.8,81.477,108.921,-0.061,10.776,12.396,2644.884,4174.416,0.058,336.767,245.433,524.303,0.127,0.18,2.356,0.359,2.048,0.55,0.407,3.089,4.66,4174.311,2644.989,337.179,245.865,12.38,10.758,0.133,0.133
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,16,96.968,81.186,108.446,1.8,81.186,108.446,0.042,9.816,11.823,2403.435,4124.348,0.028,348.828,244.858,506.927,7.101,17.171,0.832,103.802,2.272,0.613,0.488,3.089,4.66,4109.234,2418.549,336.778,241.806,12.202,10.002,13.478,12.327
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,17,96.79,81.216,108.559,1.8,81.216,108.559,0.016,9.72,12.188,2109.125,3929.204,0.004,322.394,216.982,467.389,5.25,10.597,0.785,55.033,2.155,0.579,0.433,3.089,4.66,3920.715,2117.614,314.864,214.999,12.452,9.849,9.406,7.875
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,18,91.951,81.044,108.373,1.8,81.044,108.373,-0.019,8.845,12.152,1875.978,3740.963,0.005,307.85,212.107,443.783,5.812,14.655,1.123,86.845,2.048,0.598,0.411,3.089,4.66,3738.876,1878.065,304.873,210.854,12.264,8.907,13.244,9.663
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,19,91.08,80.822,108.383,1.8,80.822,108.383,-0.075,8.801,12.011,1610.687,3981.09,0.085,331.453,183.017,448.911,6.411,17.84,1.082,107.061,1.934,0.596,0.43,3.089,4.66,3979.887,1611.889,333.465,183.751,11.935,8.772,15.321,11.392
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,20,95.935,80.804,108.516,1.8,80.804,108.516,-0.046,8.009,11.52,1687.028,4257.839,0.034,369.596,210.655,490.933,6.937,17.279,1.147,115.187,1.704,0.572,0.392,3.089,4.66,4257.746,1687.121,368.87,209.605,11.543,8.049,15.681,12.36
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,21,100.387,80.763,108.949,1.8,80.763,108.949,-0.032,7.917,11.009,2063.61,4146.938,0.017,376.699,260.646,536.415,15.055,21.481,0.041,182.471,1.796,0.703,0.479,3.089,4.66,4146.047,2064.501,374.689,259.608,11.065,7.952,15.233,21.48
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,22,96.79,80.762,109.02,1.8,80.762,109.02,-0.026,7.584,10.624,2027.876,3859.782,0.011,363.307,267.405,526.605,15.08,20.777,0.086,66.227,1.849,0.894,0.6,3.089,4.66,3858.498,2029.16,360.178,266.439,10.713,7.616,15.311,20.766
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,23,91.613,80.84,109.031,1.8,80.84,109.031,0.003,7.316,10.345,1941.916,3490.774,1.32E-04,337.429,265.424,489.422,14.583,20.308,0.107,61.539,2.095,1.169,0.639,3.089,4.66,3486.055,1946.635,330.435,263.294,10.55,7.393,14.797,20.278
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,24,87.484,80.738,109.16,1.8,80.738,109.16,-0.056,7.15,10.185,1840.341,3241.86,0.045,318.288,257.405,475.017,14.224,19.916,0.102,59.396,2.155,1.348,0.657,3.089,4.66,3241.843,1840.358,318.614,257.895,10.175,7.136,14.383,19.891
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,25,83.387,80.713,109.216,1.8,80.713,109.216,-0.07,7.051,10.071,1703.143,3047.912,0.068,302.634,241.549,453.751,13.97,19.663,0.104,58.709,2.17,1.383,0.606,3.089,4.66,3047.496,1703.559,304.153,243.273,10.02,7.003,14.057,19.638
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,26,81.871,80.707,109.268,1.8,80.707,109.268,-0.088,7.035,9.858,1624.368,2949.364,0.106,299.182,230.884,447.185,13.843,19.248,0.086,57.062,2.272,1.478,0.627,3.089,4.66,2947.662,1626.07,302.108,232.376,9.757,6.998,13.924,19.237
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,27,82.29,80.715,109.298,1.8,80.715,109.298,-0.072,7.012,9.694,1595.361,2866.055,0.071,295.645,227.521,442.32,13.589,19.022,0.154,56.33,2.272,1.531,0.574,3.089,4.66,2865.549,1595.868,297.35,228.419,9.637,6.987,13.75,18.923
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,28,83.71,80.764,109.329,1.8,80.764,109.329,-0.095,6.978,9.65,1587.124,2823.648,0.125,292.595,227.432,443.052,13.589,18.808,0.122,54.875,2.272,1.645,0.585,3.089,4.66,2821.401,1589.371,295.613,229.004,9.544,6.94,13.65,18.763
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,29,87.371,80.734,109.435,1.8,80.734,109.435,-0.111,6.902,9.533,1620.709,2854.72,0.18,299.45,234.812,457.145,13.462,18.666,0.164,54.714,2.41,1.846,0.567,3.089,4.66,2850.408,1625.021,303.6,237.505,9.389,6.842,13.523,18.549
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,30,90.355,80.789,109.494,1.8,80.789,109.494,-0.124,6.877,9.529,1643.004,2861.816,0.231,300.33,238.914,466.882,13.47,18.481,0.145,54.596,2.54,1.881,0.59,3.089,4.66,2855.532,1649.288,303.536,242.279,9.408,6.807,13.47,18.403
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,31,92.451,80.823,109.499,1.8,80.823,109.499,-0.133,6.859,9.448,1647.836,2833.291,0.271,299.896,240.244,470.068,13.335,18.415,0.166,54.478,2.736,1.954,0.621,3.089,4.66,2825.565,1655.562,303.361,244.163,9.314,6.781,13.396,18.296
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,32,95.839,80.856,109.533,1.8,80.856,109.533,-0.132,6.787,9.383,1669.933,2872.37,0.278,306.137,246.049,477.957,13.356,18.311,0.174,54.986,2.806,2.066,0.613,3.089,4.66,2864.696,1677.607,310.296,247.722,9.232,6.772,13.377,18.175
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,33,99.403,80.868,109.554,1.8,80.868,109.554,-0.139,6.767,9.314,1688.794,2934.03,0.32,315.019,249.553,494.35,13.317,18.212,0.14,55.332,2.84,2.156,0.63,3.089,4.66,2924.595,1698.229,317.557,253.088,9.21,6.71,13.317,18.142
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,34,104.306,80.856,109.553,1.8,80.856,109.553,-0.144,6.701,9.269,1726.412,2990.871,0.36,322.688,257.641,506.966,13.268,18.163,0.119,54.917,3.059,2.306,0.659,3.089,4.66,2980.171,1737.112,324.507,259.853,9.184,6.685,13.344,18.122
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,35,106.032,80.871,109.551,1.8,80.871,109.551,-0.141,6.644,9.229,1717.079,2996.114,0.351,324.645,258.425,510.635,13.195,18.109,0.091,53.462,3.213,2.381,0.652,3.089,4.66,2985.97,1727.222,325.297,260.935,9.179,6.619,13.304,18.096
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,36,108.387,80.896,109.513,1.8,80.896,109.513,-0.143,6.607,9.152,1722.206,2999.195,0.365,327.715,260.681,515.593,13.149,17.926,0.128,52.818,3.302,2.533,0.646,3.089,4.66,2988.812,1732.589,328.936,262.691,9.086,6.596,13.224,17.875
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,37,108.935,80.921,109.453,1.8,80.921,109.453,-0.145,6.591,9.149,1702.687,2944.947,0.381,321.89,258.319,507.971,13.092,17.869,0.1,54.663,3.341,2.593,0.677,3.089,4.66,2934.194,1713.44,322.413,259.05,9.101,6.614,13.271,17.849
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,38,110.532,80.884,109.372,1.8,80.884,109.372,-0.156,6.6,9,1701.076,2922.157,0.446,324.67,257.741,513.639,13.061,17.709,0.144,53.344,3.302,2.597,0.639,3.089,4.66,2909.019,1714.215,325.338,257.481,8.942,6.658,13.224,17.635
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,39,112.129,80.856,109.319,1.8,80.856,109.319,-0.158,6.591,8.941,1703.26,2915.522,0.461,326.086,258.423,516.55,13.058,17.658,0.123,52.192,3.302,2.675,0.685,3.089,4.66,2902.08,1716.702,325.979,258.845,8.903,6.632,13.277,17.615
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,40,113.758,80.827,109.264,1.8,80.827,109.264,-0.168,6.566,8.899,1707.073,2920.255,0.532,328.149,259.971,519.737,13.071,17.643,0.115,51.864,3.389,2.719,0.661,3.089,4.66,2904.006,1723.323,327.377,258.968,8.871,6.655,13.271,17.608
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,41,116.113,80.814,109.198,1.8,80.814,109.198,-0.176,6.569,8.895,1715.191,2940.277,0.592,330.546,261.11,523.131,13.071,17.604,0.094,51.443,3.565,2.874,0.648,3.089,4.66,2921.678,1733.79,329.741,261.599,8.861,6.628,13.23,17.588
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,42,116.774,80.823,109.127,1.8,80.823,109.127,-0.184,6.589,8.868,1719.968,2933.8,0.655,330.833,261.024,523.867,13.112,17.566,0.138,51.579,3.565,2.858,0.698,3.089,4.66,2912.707,1741.061,328.75,260.683,8.86,6.679,13.337,17.501
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,43,117.226,80.819,109.081,1.8,80.819,109.081,-0.182,6.58,8.828,1732.213,2917.125,0.639,330.445,263.261,524.982,13.13,17.549,0.131,51.25,3.637,2.912,0.674,3.089,4.66,2897.325,1752.013,327.554,264.757,8.845,6.617,13.35,17.495
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,44,118.016,80.81,108.999,1.8,80.81,108.999,-0.177,6.605,8.769,1741.097,2914.299,0.609,332.335,263.621,527.755,13.217,17.503,0.109,51.071,3.408,2.923,0.617,3.089,4.66,2896.173,1759.224,328.364,263.629,8.82,6.673,13.411,17.475
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,45,118.919,80.817,108.92,1.8,80.817,108.92,-0.179,6.614,8.754,1750.227,2925.976,0.632,334.237,264.622,530.572,13.235,17.477,0.095,50.817,3.776,3.02,0.652,3.089,4.66,2907.042,1769.161,329.895,265.971,8.812,6.652,13.39,17.462
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,46,118.693,80.84,108.84,1.8,80.84,108.84,-0.177,6.609,8.724,1756.087,2909.401,0.617,333.482,265.73,533.232,13.258,17.44,0.139,50.637,3.885,3.094,0.575,3.089,4.66,2891.407,1774.081,330.869,266.903,8.739,6.647,13.404,17.375
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,47,118.871,80.835,108.771,1.8,80.835,108.771,-0.178,6.62,8.709,1779.675,2894.348,0.618,332.333,268.825,534.855,13.321,17.391,0.117,50.953,3.592,2.997,0.65,3.089,4.66,2876.921,1797.102,329.512,265.411,8.731,6.771,13.578,17.355
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,48,120.161,80.826,108.708,1.8,80.826,108.708,-0.174,6.638,8.647,1795.586,2897.605,0.602,335.104,270.499,537.312,13.382,17.339,0.088,50.878,3.698,2.99,0.652,3.089,4.66,2881.28,1811.912,331.009,265.634,8.705,6.821,13.591,17.328
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,49,121.258,80.83,108.64,1.8,80.83,108.64,-0.177,6.66,8.661,1813.882,2909.179,0.624,335.909,272.366,541.551,13.425,17.314,0.14,50.742,4.072,3.202,0.665,3.089,4.66,2892.326,1830.736,331.978,269.203,8.712,6.801,13.617,17.248
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,50,121.29,80.824,108.553,1.8,80.824,108.553,-0.173,6.681,8.614,1820.661,2902.369,0.6,336.947,272.498,542.317,13.441,17.265,0.118,50.699,4.096,3.232,0.622,3.089,4.66,2886.618,1836.412,332.131,268.504,8.691,6.839,13.644,17.228
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,51,121.387,80.839,108.493,1.8,80.839,108.493,-0.175,6.701,8.593,1830.79,2891.929,0.616,336.545,273.23,542.386,13.488,17.207,0.148,50.594,3.943,3.191,0.551,3.089,4.66,2875.913,1846.806,331.5,268.143,8.675,6.887,13.731,17.195
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,52,121.935,80.865,108.441,1.8,80.865,108.441,-0.176,6.702,8.561,1836.679,2888.575,0.622,337.401,274.036,543.578,13.526,17.171,0.134,50.804,3.844,3.229,0.566,3.089,4.66,2872.595,1852.659,333.336,266.283,8.618,6.957,13.818,17.114
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,53,122.774,80.86,108.404,1.8,80.86,108.404,-0.174,6.708,8.483,1846.335,2889.707,0.615,340.655,275.252,545.497,13.53,17.098,0.097,50.488,4.096,3.309,0.67,3.089,4.66,2874.234,1861.807,334.955,268.034,8.581,6.946,13.764,17.081
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,54,124.097,80.878,108.333,1.8,80.878,108.333,-0.173,6.741,8.47,1858.176,2895.903,0.615,341.912,275.65,544.724,13.53,17.086,0.089,50.804,3.968,3.134,0.645,3.089,4.66,2880.773,1873.305,335.385,267.995,8.589,6.99,13.838,17.074
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,55,124.258,80.853,108.284,1.8,80.853,108.284,-0.168,6.78,8.434,1869.412,2899.779,0.58,343.818,275.712,547.179,13.56,17.075,0.082,50.563,3.976,3.309,0.678,3.089,4.66,2885.982,1883.209,336.86,270.325,8.567,6.966,13.778,17.068
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,56,124.79,80.866,108.23,1.8,80.866,108.23,-0.171,6.797,8.429,1878.502,2902.151,0.605,344.29,276.375,545.412,13.589,17.065,3.067,50.878,3.968,3.312,0.67,3.089,4.66,2887.663,1892.99,336.681,269.652,8.577,7.02,13.864,17.061
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,57,124.951,80.861,108.18,1.8,80.861,108.18,-0.163,6.814,8.406,1883.038,2895.066,0.548,344.411,276.34,542.892,13.592,17.065,3.067,50.637,4.016,3.389,0.643,3.089,4.66,2882.695,1895.409,336.729,271.441,8.561,6.983,13.778,17.048
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,58,124.774,80.843,108.125,1.8,80.843,108.125,-0.165,6.865,8.457,1887.434,2910.651,0.559,344.177,274.937,542.263,13.652,17.157,3.105,50.773,4.096,3.458,0.623,3.089,4.66,2897.759,1900.325,334.879,270.147,8.653,7.034,13.871,17.155
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,59,125.661,80.825,108.064,1.8,80.825,108.064,-0.16,6.839,8.46,1900.3,2914.353,0.53,344.502,277.876,544.503,13.667,17.157,3.105,51.343,4.189,3.504,0.613,3.089,4.66,2902.682,1911.971,336.03,272.921,8.638,7.006,13.884,17.148
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,60,126.597,80.824,107.992,1.8,80.824,107.992,-0.159,6.827,8.491,1911.011,2939.171,0.53,346.154,279.92,547.961,13.682,17.086,3.052,50.817,4.258,3.504,0.64,3.089,4.66,2927.441,1922.741,338.538,273.367,8.647,7.034,13.891,17.068
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,61,127.242,80.837,107.947,1.8,80.837,107.947,-0.158,6.845,8.532,1917.6,2942.842,0.528,344.912,280.165,548.848,13.702,17.098,0.097,51.132,4.166,3.478,0.698,3.089,4.66,2931.303,1929.138,338.129,272.079,8.669,7.09,13.978,17.081
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,62,128.597,80.838,107.88,1.8,80.838,107.88,-0.159,6.864,8.543,1934.215,2967.498,0.534,347.349,281.795,554.232,13.734,17.111,0.104,50.891,4.318,3.567,0.703,3.089,4.66,2955.854,1945.859,340.796,276.005,8.673,7.05,13.904,17.088
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,63,128.919,80.837,107.821,1.8,80.837,107.821,-0.157,6.902,8.535,1945.077,2978.256,0.526,348.955,281.809,557.361,13.761,17.111,0.104,51.176,4.34,3.616,0.646,3.089,4.66,2966.934,1956.399,342.229,275.645,8.669,7.098,13.991,17.088
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,64,130.048,80.835,107.77,1.8,80.835,107.77,-0.155,6.894,8.525,1956.051,2994.357,0.516,351.254,283.748,559.713,13.791,17.098,0.097,51.25,4.37,3.671,0.67,3.089,4.66,2983.455,1966.953,344.38,278.091,8.663,7.073,14.005,17.081
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,65,130.58,80.845,107.706,1.8,80.845,107.706,-0.152,6.934,8.549,1965.928,3005.257,0.5,351.523,283.526,560.689,13.811,17.111,0.104,51.145,4.494,3.729,0.659,3.089,4.66,2994.901,1976.283,345.162,278.475,8.677,7.097,13.991,17.088
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,66,131.129,80.843,107.654,1.8,80.843,107.654,-0.151,6.956,8.538,1978.769,3015.538,0.494,353.187,284.461,565.137,13.844,17.098,0.097,51.22,4.34,3.736,0.683,3.089,4.66,3005.47,1988.837,346.622,280.999,8.671,7.078,14.011,17.081
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,67,132.129,80.834,107.603,1.8,80.834,107.603,-0.149,6.969,8.528,1986.442,3038.825,0.483,356.349,285.038,568.023,13.859,17.098,0.097,51.61,4.385,3.773,0.682,3.089,4.66,3029.072,1996.195,349.878,280.095,8.658,7.127,14.085,17.081
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,68,132.629,80.854,107.548,1.8,80.854,107.548,-0.15,7.026,8.511,2001.59,3038.01,0.491,356.967,284.902,571.153,13.931,17.075,0.082,51.579,4.6,3.855,0.751,3.089,4.66,3028.204,2011.397,349.366,279.906,8.668,7.186,14.111,17.068
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,69,133.564,80.857,107.503,1.8,80.857,107.503,-0.156,7.078,8.527,2016.976,3059.148,0.536,358.78,284.981,573.913,13.946,17.098,0.097,51.579,4.544,3.871,0.764,3.089,4.66,3047.988,2028.136,351.198,283.466,8.679,7.155,14.098,17.081
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,70,135.08,80.857,107.437,1.8,80.857,107.437,-0.154,7.087,8.502,2040.193,3081.62,0.528,362.451,287.877,579.519,14,17.098,0.097,51.758,4.579,3.903,0.765,3.089,4.66,3070.927,2050.886,354.231,284.239,8.669,7.215,14.212,17.081
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,71,136.145,80.846,107.368,1.8,80.846,107.368,-0.157,7.109,8.489,2059.165,3104.104,0.552,365.658,289.672,584.598,13.987,17.081,0.149,51.622,4.684,3.985,0.783,3.089,4.66,3092.766,2070.503,360.688,288.922,8.575,7.166,14.125,17.001
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,72,137.209,80.855,107.305,1.8,80.855,107.305,-0.151,7.126,8.496,2081.2,3118.765,0.517,367.102,292.046,589.129,14.059,17.1,0.157,51.802,4.886,4.04,0.82,3.089,4.66,3108.672,2091.292,362.291,290.3,8.581,7.204,14.212,17.007
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,73,138.274,80.839,107.233,1.8,80.839,107.233,-0.149,7.143,8.493,2103.252,3138.41,0.506,369.515,294.432,595.718,14.07,17.1,0.157,51.951,4.932,4.069,0.819,3.089,4.66,3128.807,2112.855,365.162,295.194,8.568,7.158,14.145,17.007
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,74,139.355,80.843,107.171,1.8,80.843,107.171,-0.151,7.157,8.471,2125.747,3157.359,0.528,372.726,297.028,601.309,14.102,17.062,0.142,51.951,5.01,4.152,0.836,3.089,4.66,3147.237,2135.868,367.85,296.515,8.556,7.203,14.232,16.994
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,75,140.371,80.843,107.107,1.8,80.843,107.107,-0.154,7.184,8.483,2146.189,3182.08,0.548,375.107,298.762,605.667,14.149,17.081,0.149,52.025,5.01,4.16,0.866,3.089,4.66,3171.453,2156.816,370.521,301.261,8.559,7.159,14.232,17.001
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,76,141.258,80.856,107.021,1.8,80.856,107.021,-0.151,7.154,8.463,2171.877,3197.836,0.533,377.841,303.569,608.596,14.149,17.062,0.142,52.025,5.061,4.178,0.861,3.089,4.66,3187.852,2181.861,371.959,303.838,8.57,7.181,14.238,16.994
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,77,142.435,80.86,106.956,1.8,80.86,106.956,-0.156,7.185,8.47,2204.432,3218.121,0.572,379.949,306.82,615.067,14.225,17.045,0.135,52.384,5.08,4.208,0.865,3.089,4.66,3207.275,2215.279,373.915,305.855,8.578,7.243,14.358,16.987
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,78,143.08,80.873,106.881,1.8,80.873,106.881,-0.155,7.17,8.448,2211.493,3233.896,0.569,382.808,308.433,615.533,14.186,17.068,0.225,52.354,5.08,4.203,0.888,3.089,4.66,3223.116,2222.273,375.921,309.436,8.574,7.182,14.265,16.981
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,79,144.145,80.875,106.814,1.8,80.875,106.814,-0.159,7.237,8.453,2248.039,3255.321,0.601,385.124,310.634,620.381,14.29,17.051,0.374,52.608,5.181,4.269,0.91,3.089,4.66,3243.91,2259.45,378.395,312.27,8.573,7.236,14.378,16.981
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,80,145.516,80.865,106.73,1.8,80.865,106.73,-0.152,7.228,8.46,2277.574,3277.237,0.557,387.387,315.123,628.896,14.319,17.07,0.31,52.713,5.34,4.353,0.908,3.089,4.66,3267.288,2287.523,381.631,314.589,8.561,7.271,14.465,16.981
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,81,145.838,80.869,106.671,1.8,80.869,106.671,-0.15,7.281,8.463,2288.849,3282.801,0.544,387.879,314.367,628.491,14.333,17.051,0.374,52.651,5.181,4.283,0.943,3.089,4.66,3273.296,2298.354,382.611,318.352,8.555,7.22,14.385,16.974
UNSM128870_Protohippussimus_bonejtrimmed.tif,5,82,146.645,80.867,106.609,1.8,80.867,106.609,-0.151,7.308,8.457,2314.265,3292.108,0.552,389.272,316.677,629.853,14.43,17.079,0.286,52.787,5.495,4.413,1,3.089,4.66,3282.61,2323.764,383.343,319.319,8.563,7.277,14.499,16.981
